identifier,series,control_symbol,title,contents_dates,start_date,end_date,access_status,location,digitised_status,digitised_pages
1502628,A9108,ROLL 13/19,"""Sino Austral Trading Co"" - 157 Stanley St, South Brisbane, QLD",1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1502633,A9108,ROLL 13/20,John J Roman of Zurich and London - Offer of trade with the USSR [0.5cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1502636,A9108,ROLL 13/21,Australian General Trading and Shipping Syndicate - Purchased the former Naval vessel HMAS MARYBOROUGH [10 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1502647,A9108,ROLL 13/14,Australian Jewish Citizens Association [0.5cm],1949 - 1949,1949,1949,Open,Canberra,False,0
1502652,A9108,ROLL 13/15,The Peoples Hall Society Ltd [15 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1502659,A9108,ROLL 13/13,Young China Relief Movement [12 pages],1948 - 1950,1948,1950,Open with exception,Canberra,True,12
1502661,A9108,ROLL 13/6,Maltese Settlers Association [1cm],1948 - 1951,1948,1951,Open with exception,Canberra,False,0
1502666,A9108,ROLL 13/7,Anti-Communism [0.5cm],1947 - 1948,1947,1948,Open,Canberra,False,0
1502670,A9108,ROLL 13/8,International Goodwill League [12 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1502680,A9108,ROLL 13/1,Headquarters miscellaneous files - Womans Forum Club [15 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1502684,A9108,ROLL 13/2,"""China Calling"" Organisation [12 pages]",1948 - 1948,1948,1948,Open,Canberra,True,12
1502690,A9108,ROLL 13/3,World Movement for World Federal Government [2.5cms],1941 - 1957,1941,1957,Open with exception,Canberra,True,200
1502691,A9108,ROLL 13/4,Trade Students Union - Sydney Technical College [8 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1502693,A9108,ROLL 13/5,Better Marketing Committee [1cm],1948 - 1950,1948,1950,Open with exception,Canberra,False,0
1502698,A9108,ROLL 13/37,Greek Orthodox community of South Australia [36 pages],1945 - 1945,1945,1945,Open,Canberra,True,37
1502703,A9108,ROLL 13/34,Leakages of information from Commonwealth Government departments and agencies [2cms],1948 - 1949,1948,1949,Open,Canberra,False,0
1502709,A9108,ROLL 13/31,"World Organisation of the Communist Parties, with particular reference to the relationship between the USSR Communist Party and the Australian Communist Party [ACP] [0.5cm]",1947 - 1957,1947,1957,Open,Canberra,False,0
1502712,A9108,ROLL 13/32,Australian Communist Party [ACP] - Activities in internal and external affairs [6 pages],1949 - 1949,1949,1949,Open,Canberra,False,0
1502719,A9108,ROLL 13/33,Report on investigations in Germany of Nazi activities in Australia [0.5cm],1949 - 1950,1949,1950,Open with exception,Canberra,True,24
1502728,A9108,ROLL 13/35,Leakages of information from Commonwealth Government departments and agencies [1.5cms],1948 - 1949,1948,1949,Open with exception,Canberra,False,0
1502734,A9108,ROLL 13/36,"Research section headquarters, CIS, Canberra - Organisation and functions [0.5cm]",1948 - 1948,1948,1948,Open,Canberra,False,0
1502736,A9108,ROLL 13/38,The Fourth International [2cms],1940 - 1943,1940,1943,Open,Canberra,False,0
1502738,A9108,ROLL 13/39,Australian Communist Party [ACP] - Agrarian Committee [2.5cms],1931 - 1947,1931,1947,Open with exception,Canberra,True,181
1502739,A9108,ROLL 13/42,Australian Communist Party [ACP] - Policy and methods [1cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1502741,A9108,ROLL 13/41,"Yarra Bank, meetings [2.5cms]",1950 - 1953,1950,1953,Open with exception,Canberra,False,0
1502742,A9108,ROLL 13/40,Communists in Trade Unions [3.5cms],1951 - 1951,1951,1951,Open with exception,Canberra,True,304
1502752,A9108,ROLL 17/68,Australian Communist Party [ACP] - Strength and condition of membership (continuation on Roll 18) [3cms],1941 - 1951,1941,1951,Open with exception,Canberra,False,0
1502755,A9108,ROLL 17/69,Australian Communist Party [ACP] - Strength and condition of membership (continuation on Roll 18) [3cms],1943 - 1947,1943,1947,Open with exception,Canberra,False,0
1503652,A9108,ROLL 13/10,Communism in the Far East [3 pages],1948 - 1948,1948,1948,Open with exception,Canberra,False,0
1526910,A9108,ROLL 19/6,Communism in the Trade Unions [1cm],1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1526911,A9108,ROLL 19/10,Communistic direct action and demonstration in Queensland [0.5cm],1949 - 1949,1949,1949,Open,Canberra,False,0
1526912,A9108,ROLL 18/10,Australian Communist Party - Organisations penetrated by [3cms],1938 - 1948,1938,1948,Open with exception,Canberra,False,0
1526913,A9108,ROLL 19/11,Communist penetration and control of organisations in Queensland [0.5cm],1948 - 1949,1948,1949,Open,Canberra,False,0
1526915,A9108,ROLL 18/11,Australian Communist Party - Organisations penetrated by [3cms],1939 - 1950,1939,1950,Open with exception,Canberra,False,0
1526918,A9108,ROLL 18/9,Australian Communist Party - Illegal activities,1932 - 1950,1932,1950,Open with exception,Canberra,False,0
1526920,A9108,ROLL 19/14,"Australian Communist Party - Direct action, demonstrations and tactics [2cm]",1946 - 1951,1946,1951,Open with exception,Canberra,False,0
1526921,A9108,ROLL 18/6,Australian Communist Party - Instigated organisations in Australia [0.5cm],1948 - 1949,1948,1949,Open with exception,Canberra,False,0
1526923,A9108,ROLL 18/7,Australian Communist Party - Wealthy supporters of Australia-Russian Society [0.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1526924,A9108,ROLL 19/12,Australian Communist Party - Participation in municipal elections in NSW [0.5cm],1944 - 1948,1944,1948,Open,Canberra,False,0
1526926,A9108,ROLL 18/8,"Australian Communist Party - ""Defeat the Bill"" fund [8 pages]",1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1526929,A9108,ROLL 19/13,Australian Communist Party - Participation in NSW State Elections [0.5cm],1932 - 1950,1932,1950,Open,Canberra,False,0
1526931,A9108,ROLL 18/5,Australian Communist Party - Connections with local organisations [4 pages],1949 - 1949,1949,1949,Open,Canberra,False,0
1526933,A9108,ROLL 18/4,Books and pamphlets published by Australian Communist Party [270 pages],1929 - 1950,1929,1950,Open with exception,Canberra,False,0
1526936,A9108,ROLL 19/7,Australian Communist Party - Interest in industries [1.5cm],1932 - 1951,1932,1951,Open with exception,Canberra,False,0
1526941,A9108,ROLL 18/2,Australian Communist Party - Finance [3cms],1929 - 1939,1929,1939,Open,Canberra,False,0
1526942,A9108,ROLL 19/8,Alleged acquisition of arms by Australian Communist Party [0.5cm],1944 - 1949,1944,1949,Open,Canberra,False,0
1526943,A9108,ROLL 18/3,Australian Communist Party - Propaganda (Gen) (other than party press) [4cms],1928 - 1951,1928,1951,Open with exception,Canberra,True,305
1526946,A9108,ROLL 18/1,Australian Communist Party - Finance [5cms],1940 - 1949,1940,1949,Open with exception,Canberra,False,0
1526949,A9108,ROLL 19/9,"Australian Communist Party - Direct action, demonstrations and tactics [2cm]",1925 - 1942,1925,1942,Open with exception,Canberra,True,251
1526954,A9108,ROLL 18/12,Evidence of USSR contact with communist parties abroad [3cm],1926 - 1947,1926,1947,Open,Canberra,True,310
1526963,A9108,ROLL 19/1,Communism in Trade Unions [3cm],1939 - 1944,1939,1944,Open with exception,Canberra,False,0
1526966,A9108,ROLL 19/2,Communism in Trade Unions [2cm],1945 - 1946,1945,1946,Open with exception,Canberra,False,0
1526968,A9108,ROLL 19/3,Communism in Trade Unions [2cm],1945 - 1945,1945,1945,Open,Canberra,False,0
1534258,A9108,ROLL 19/15,Australian Communist Party - Participation in Queensland State Elections [1cm],1941 - 1951,1941,1951,Open with exception,Canberra,False,0
1535651,A9108,ROLL 19/16,Communistic Public Meetings and debates in Queensland [0.5cm],1942 - 1951,1942,1951,Open with exception,Canberra,False,0
1535655,A9108,ROLL 19/17,Communistic State Elections in Queensland [0.5cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1535656,A9108,ROLL 19/18,Marx School and educational activities in Queensland [0.5cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1535659,A9108,ROLL 19/19,Marx School and educational activities [1.5cm],1932 - 1950,1932,1950,Open with exception,Canberra,False,0
1535660,A9108,ROLL 19/20,Australian Communist Party - Printed propaganda [1cm],1946 - 1947,1946,1947,Open with exception,Canberra,False,0
1535662,A9108,ROLL 19/5,Communism in Trade Unions [2cm],1948 - 1951,1948,1951,Open with exception,Canberra,False,0
1535664,A9108,ROLL 19/4,Communism in Trade Unions [2.5cm],1946 - 1948,1946,1948,Open with exception,Canberra,False,0
1535669,A9108,ROLL 10/9,World student relief [0.5cm],1947 - 1953,1947,1953,Open with exception,Canberra,False,0
1535671,A9108,ROLL 10/8,Federation for resistance to war [0.5cm],1947 - 1949,1947,1949,Open with exception,Canberra,False,0
1535673,A9108,ROLL 10/7,Rocket Range Protest Committee [3cm],1946 - 1947,1946,1947,Open,Canberra,False,0
1535675,A9108,ROLL 10/6,Occupied Europe Relief Society [0.5cm],1946 - 1947,1946,1947,Open,Canberra,False,0
1535676,A9108,ROLL 10/22,The Empire National Party of Australia [0.5cm],1947 - 1947,1947,1947,Open,Canberra,False,0
1535678,A9108,ROLL 10/17,Communism in the Commonwealth Public Service - Department of Labour and National Service [9 pages],1948 - 1949,1948,1949,Open,Canberra,False,0
1535680,A9108,ROLL 10/24,Federation of Scientific and Technical Associations [2 pages],1947 - 1952,1947,1952,Open,Canberra,False,0
1535682,A9108,ROLL 10/15,Communism in the Commonwealth Public Service - Department of Works and Housing [5 pages],1948 - 1949,1948,1949,Open,Canberra,False,0
1535683,A9108,ROLL 10/21,International Student Service [0.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1535685,A9108,ROLL 10/20,Australian Federation of Women Voters [1cm],1941 - 1951,1941,1951,Open with exception,Canberra,False,0
1535687,A9108,ROLL 10/23,Civil Liberties Union [0.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1535690,A9108,ROLL 10/25,Communist Party Empire Congress [1cm],1946 - 1947,1946,1947,Open with exception,Canberra,False,0
1535693,A9108,ROLL 10/19,Status of Women's Council [0.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1535694,A9108,ROLL 10/18,National Council of Women [0.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1535696,A9108,ROLL 10/16,Communism in the Commonwealth Public Service - Department of the Navy [1cm],1940 - 1958,1940,1958,Open with exception,Canberra,True,91
1535700,A9108,ROLL 10/3,Communist movements - Interstate [0.5cm],1939 - 1951,1939,1951,Open with exception,Canberra,True,27
1535702,A9108,ROLL 10/2,Australian Communist Party bookshops [0.5cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1535703,A9108,ROLL 10/1,Australian Communist Party - Press and unclassified reports [3cm],1941 - 1957,1941,1957,Open with exception,Canberra,False,0
1535705,A9108,ROLL 10/13,Communism in the Commonwealth Public Service - General file [2.5cm],1947 - 1952,1947,1952,Open with exception,Canberra,True,226
1535706,A9108,ROLL 10/11,Anti-Communist activities in Australia [2cm],1947 - 1953,1947,1953,Open with exception,Canberra,True,153
1535709,A9108,ROLL 10/5,Australian Communist Party standing with outside bodies [0.5cm],1932 - 1947,1932,1947,Open,Canberra,True,32
1535711,A9108,ROLL 10/4,Australian Communist Party interest in aliens and alien organisations in Australia [1cm],1932 - 1949,1932,1949,Open,Canberra,False,0
1535713,A9108,ROLL 10/12,University of Melbourne [0.5cm],1947 - 1947,1947,1947,Open,Canberra,False,0
1535715,A9108,ROLL 10/10,World Conference of Christian Youth [0.5cm],1940 - 1947,1940,1947,Open,Canberra,False,0
1536400,A9108,ROLL 10/26,Communism in Great Britain [1cm],1947 - 1949,1947,1949,Open with exception,Canberra,False,0
1536401,A9108,ROLL 10/27,Communism in Great Britain [1cm],1950 - 1951,1950,1951,Open with exception,Canberra,False,0
1554206,A9108,ROLL 11/21,Australian Communist Party - Unclassified reports [3cms],1920 - 1951,1920,1951,Open with exception,Canberra,True,233
1554210,A9108,ROLL 11/22,Australian Communist Party - Branches [1cm],1943 - 1946,1943,1946,Open,Canberra,False,0
1554212,A9108,ROLL 12/2,Australian Communist Party - Queensland [1cm],1940 - 1950,1940,1950,Open with exception,Canberra,False,0
1554213,A9108,ROLL 11/18,Australian Communist Party - Sydney metropolitan committee and conferences [2cms],1927 - 1951,1927,1951,Open with exception,Canberra,True,159
1554214,A9108,ROLL 12/3,Australian Communist Party - Queensland branches [3cms],1942 - 1951,1942,1951,Open with exception,Canberra,False,0
1554215,A9108,ROLL 11/19,Australian Communist Party - Special committees and conferences [0.5cm],1944 - 1949,1944,1949,Open,Canberra,False,0
1554230,A9108,ROLL 11/12,Australian Communist Party - Women's committee [1cm],1942 - 1949,1942,1949,Open,Canberra,False,0
1554232,A9108,ROLL 11/23,Australian Communist Party - Districts and district committees [4 pages],1940 - 1952,1940,1952,Open with exception,Canberra,False,0
1554233,A9108,ROLL 11/13,Australian Communist Party - Colonial committee [0.5cm],1945 - 1949,1945,1949,Open,Canberra,False,0
1554236,A9108,ROLL 11/20,Australian Communist Party - Former state committees and conferences [1.5cm],1938 - 1949,1938,1949,Open,Canberra,False,0
1554237,A9108,ROLL 11/24,Australian Communist Party - Cottage meetings [10 pages],1949 - 1952,1949,1952,Open with exception,Canberra,False,0
1554240,A9108,ROLL 11/11,Australian Communist Party - Country organising committee [1cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1554241,A9108,ROLL 11/26,Communist activities in the Nowra district [14 pages],1950 - 1952,1950,1952,Open with exception,Canberra,False,0
1554242,A9108,ROLL 11/10,Australian Communist Party - Agrarian committee [3cms],1931 - 1949,1931,1949,Open with exception,Canberra,False,0
1554246,A9108,ROLL 11/9,Australian Communist Party - Trade union committee [0.5cm],1943 - 1952,1943,1952,Open with exception,Canberra,False,0
1554248,A9108,ROLL 11/27,Australian Communist Party - Victorian State Conference and Executive [0.5cm],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1554249,A9108,ROLL 11/8,Australian Communist Party - Organisation committee [0.5cm],1947 - 1952,1947,1952,Open with exception,Canberra,False,0
1554252,A9108,ROLL 11/29,Australian Communist Party - Victorian branches [1cm],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1554254,A9108,ROLL 11/15,Australian Communist Party - Medical committee [6 pages],1945 - 1951,1945,1951,Open with exception,Canberra,False,0
1554257,A9108,ROLL 11/30,Australian Communist Party - Victoria southern section [13 pages],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1554260,A9108,ROLL 11/14,Australian Communist Party - Agitational propaganda committee [0.5cm],1932 - 1951,1932,1951,Open with exception,Canberra,False,0
1554264,A9108,ROLL 11/31,Australian Communist Party - Queensland [0.5cm],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1554265,A9108,ROLL 11/5,Bureau of scientific translations [0.5cm],1948 - 1951,1948,1951,Open with exception,Canberra,False,0
1554270,A9108,ROLL 11/33,Australian Communist Party - Radio propaganda [1cm],1945 - 1950,1945,1950,Open with exception,Canberra,False,0
1554272,A9108,ROLL 11/6,Australian Communist Party - Sub committees of the general committee (miscellaneous) [1cm],1939 - 1949,1939,1949,Open with exception,Canberra,False,0
1554276,A9108,ROLL 11/34,Communist literature - Queensland [3cm],1949 - 1950,1949,1950,Open with exception,Canberra,False,0
1554278,A9108,ROLL 11/7,Australian Communist Party - Central control and auditing commission [3cms],1934 - 1952,1934,1952,Open with exception,Canberra,False,0
1554281,A9108,ROLL 11/3,Reaction to communist party dissolution bill [3cms],1948 - 1951,1948,1951,Open with exception,Canberra,True,232
1554289,A9108,ROLL 10/14,"Communism in the public service, Postmaster General [1cm]",1948 - 1951,1948,1951,Open with exception,Canberra,True,91
1554297,A9108,ROLL 12/1,Communist literature - Queensland (continued) [0.5cm],1943 - 1949,1943,1949,Open,Canberra,False,0
1554300,A9108,ROLL 11/4,Australian Jewish outlook [2 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1554302,A9108,ROLL 11/32,Australian Communist Party - Brisbane conference [0.5cm],1943 - 1944,1943,1944,Open,Canberra,False,0
1554305,A9108,ROLL 11/25,Australian Communist Party - Areas [6 pages],1947 - 1947,1947,1947,Open,Canberra,False,0
1554307,A9108,ROLL 11/1,Communist Party in Chile [0.5cm],1945 - 1948,1945,1948,Open,Canberra,False,0
1554308,A9108,ROLL 11/28,Australian Communist Party - Victorian branch sub committees [0.5cm],1943 - 1948,1943,1948,Open,Canberra,False,0
1554309,A9108,ROLL 11/2,Communism in Peru [4 pages],1944 - 1944,1944,1944,Open,Canberra,False,0
1554310,A9108,ROLL 11/17,Australian Communist Party - Central secretariat [0.5cm],1943 - 1949,1943,1949,Open,Canberra,False,0
1554312,A9108,ROLL 11/16,Australian Communist Party - Trade unions country organising committee - Finance [3 pages],1949 - 1950,1949,1950,Open,Canberra,False,0
1575695,A9108,ROLL 14/19,Police Commissioners' Conference - Melbourne - November 1949 [0.25cm],1949 - 1949,1949,1949,Open with exception,Canberra,False,0
1575704,A9108,ROLL 14/20,Recruiting of Intelligence Officers for Malaya [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575706,A9108,ROLL 14/21,ACTU Conference [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575710,A9108,ROLL 14/8,"Industrial reports other than ""Weekly Summarys"" [0.25cm]",1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1575712,A9108,ROLL 14/9,British subjects in contact with Russian or orbit representatives [0.25cm],1950 - 1952,1950,1952,Open with exception,Canberra,False,0
1575714,A9108,ROLL 14/22,Communist Party of Australia - Industrial policy [1.5cm],1951 - 1954,1951,1954,Open with exception,Canberra,False,0
1575715,A9108,ROLL 14/10,Displaced persons [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575716,A9108,ROLL 14/5,Australian Communist Party - Policy and methods [4cms],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575772,A9108,ROLL 14/12,Migrant organisations ex DP [Displaced Persons] organisations [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575774,A9108,ROLL 14/6,Publication of newspapers in foreign languages - Maltese language [0.25cm],1949 - 1951,1949,1951,Open with exception,Canberra,False,0
1575779,A9108,ROLL 14/7,Communist literature [2cm],1951 - 1952,1951,1952,Open with exception,Canberra,False,0
1575783,A9108,ROLL 14/13,Sale of vessels to China and overseas purchasers [1cm],1951 - 1953,1951,1953,Open with exception,Canberra,True,86
1575786,A9108,ROLL 14/14,US Consulate - Melbourne [2 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575789,A9108,ROLL 14/18,Churches - Peace campaign [0.5cm],1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1575797,A9108,ROLL 12/4,Australian Communist Party - North Queensland District Committee [3cm],1942 - 1950,1942,1950,Open with exception,Canberra,False,0
1575798,A9108,ROLL 12/5,Australian Communist Party - South Australia [2cm],1945 - 1951,1945,1951,Open with exception,Canberra,True,179
1575799,A9108,ROLL 14/4,Australian Communist Party - Policy and methods [4cms],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575800,A9108,ROLL 12/8,Australian Communist Party members and membership list - South Australia [0.25cm],1947 - 1951,1947,1951,Open with exception,Canberra,False,0
1575801,A9108,ROLL 12/9,Australian Communist Party - South Australia - Activity [0.25cm],1949 - 1949,1949,1949,Open with exception,Canberra,False,0
1575802,A9108,ROLL 14/11,Motor cycle accident [7 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575803,A9108,ROLL 12/10,Australian Communist Party - Western Australia [1.5cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1575804,A9108,ROLL 14/23,United States Senate - Internal security sub-committee allegations against Canadian official [7 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575805,A9108,ROLL 12/12,Australian Communist Party - Perth activities [0.25cm],1942 - 1951,1942,1951,Open with exception,Canberra,False,0
1575806,A9108,ROLL 14/24,Australian political situation 1945-1948 [1cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575807,A9108,ROLL 12/13,Australian Communist Party - Perth elections [0.25cm],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1575808,A9108,ROLL 12/15,Communist activities - Geraldton [0.25cm],1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1575809,A9108,ROLL 14/2,Australian Communist Party - Policy and methods [3cms],1951 - 1952,1951,1952,Open with exception,Canberra,False,0
1575810,A9108,ROLL 12/16,Australian Communist Party - Tasmania [0.25cm],1945 - 1950,1945,1950,Open with exception,Canberra,False,0
1575811,A9108,ROLL 14/3,Australian Communist Party - Policy and methods [3cms],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575812,A9108,ROLL 12/17,Australian Communist Party - Tasmania headquarters [0.5cm],1942 - 1950,1942,1950,Open with exception,Canberra,False,0
1575813,A9108,ROLL 14/1,Australian Communist Party - Policy and methods [2cms],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1575814,A9108,ROLL 12/18,Australian Communist Party - Tasmania members [0.25cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1575815,A9108,ROLL 12/19,Australian Communist Party - Underground activity - Tasmania [2 pages],1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1575816,A9108,ROLL 12/30,Tribune (South Australia) [1cm],1946 - 1950,1946,1950,Open with exception,Canberra,False,0
1575817,A9108,ROLL 12/20,Australian Communist Party - Tasmania branches [0.25cm],1943 - 1950,1943,1950,Open with exception,Canberra,False,0
1575818,A9108,ROLL 12/31,Tribune (Tasmania) [0.5cm],1948 - 1950,1948,1950,Open with exception,Canberra,False,0
1575819,A9108,ROLL 12/32,Northern Standard [1cm],1949 - 1950,1949,1950,Open with exception,Canberra,False,0
1575820,A9108,ROLL 12/22,Australian Communist Party - Tasmania - Communism in Burnie District [4 pages],1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1575821,A9108,ROLL 12/23,Communist documents from Tasmania [1.5cm],1950 - 1950,1950,1950,Open with exception,Canberra,False,0
1575822,A9108,ROLL 12/26,Tribune (New South Wales) [2cms],1943 - 1951,1943,1951,Open with exception,Canberra,False,0
1575823,A9108,ROLL 12/27,Guardian [1cm],1945 - 1951,1945,1951,Open with exception,Canberra,False,0
1575824,A9108,ROLL 12/24,Australian Communist Party - Activities - Lithgow [0.25cm],1940 - 1950,1940,1950,Open with exception,Canberra,False,0
1575825,A9108,ROLL 12/28,Guardian (Brisbane) [2cms],1945 - 1950,1945,1950,Open with exception,Canberra,False,0
1575826,A9108,ROLL 12/29,Workers Star [2cms],1945 - 1956,1945,1956,Open with exception,Canberra,True,130
1575827,A9108,ROLL 12/25,Youth Voice [1cm],1947 - 1950,1947,1950,Open with exception,Canberra,False,0
1575828,A9108,ROLL 14/25,Security - Department of information [8 pages],1951 - 1951,1951,1951,Open,Canberra,False,0
1575829,A9108,ROLL 12/33,Empire youth movement [0.5cm],1948 - 1948,1948,1948,Open,Canberra,False,0
1575830,A9108,ROLL 12/34,Christian socialist movement [1.5cms],1943 - 1948,1943,1948,Open,Canberra,False,0
1575834,A9108,ROLL 12/14,Australian Communist Party - Western Australia - General [0.25cm],1943 - 1948,1943,1948,Open,Canberra,False,0
1575841,A9108,ROLL 12/11,Australian Communist Party - Perth - Education conference [2 pages],1943 - 1943,1943,1943,Open,Canberra,False,0
1575844,A9108,ROLL 12/7,Australian Communist Party - South Australia - Activities [1.5cm],1944 - 1948,1944,1948,Open,Canberra,False,0
1575847,A9108,ROLL 12/6,Communist campaign for free medicine scheme [7 pages],1948 - 1948,1948,1948,Open,Canberra,False,0
1575848,A9108,ROLL 12/21,"Australian Communist Party - Tasmania, Launceston [5 pages]",1943 - 1943,1943,1943,Open,Canberra,False,0
1575850,A9108,ROLL 14/16,Monitoring of Peking radio broadcasts [17 pages],1951 - 1951,1951,1951,Open,Canberra,False,0
1593046,A9108,ROLL 14/15,Communism in the colonies [7 pages],1951 - 1951,1951,1951,Open,Canberra,False,0
1593052,A9108,ROLL 14/17,"The civil service purge, UK [10 pages]",1951 - 1951,1951,1951,Closed,Canberra,False,0
1593054,A9108,ROLL 14/26,"Reports from security liaison office, Hong Kong [0.5cm]",1951 - 1951,1951,1951,Closed,Canberra,False,0
1595468,A9108,ROLL 4/3,League for Union Democracy [0.25cm],1944 - 1944,1944,1944,Open,Canberra,False,0
1595469,A9108,ROLL 4/2,Gezerd [0.5cm],1931 - 1943,1931,1943,Open,Canberra,True,41
1595474,A9108,ROLL 4/1,Freeland League [0.5cm],1943 - 1944,1943,1944,Open,Canberra,True,76
1595478,A9108,ROLL 4/4,German (Nazi) Organisation [1cm],1943 - 1943,1943,1943,Open,Canberra,False,0
1595482,A9108,ROLL 15/12,Communist activities amongst Czechoslovak (Victoria) [3 pages],1951 - 1951,1951,1951,Open,Canberra,False,0
1595486,A9108,ROLL 15/4,Youth carnival for peace and friendship - March 1952 [2cm],1952 - 1952,1952,1952,Open,Canberra,False,0
1595491,A9108,ROLL 15/6,Secomin/Australia Pty Ltd [1 page],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1595497,A9108,ROLL 15/7,Commonwealth Public Service - Protest meetings [8 pages],1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1595499,A9108,ROLL 15/8,Tallerman and Company [12 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1595503,A9108,ROLL 15/10,Communist Party of Australia - Propaganda against the budget [0.5cm],1951 - 1953,1951,1953,Open with exception,Canberra,False,0
1595506,A9108,ROLL 15/11,Way Yue and Company Limited [12 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1595510,A9108,ROLL 15/13,Communist Party of Australia - Recruitment and membership [0.5cm],1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1595512,A9108,ROLL 15/14,"American Embassy, Canberra [8 pages]",1951 - 1951,1951,1951,Open with exception,Canberra,True,10
1595514,A9108,ROLL 15/25,Trade Union delegation to Russia - November 1952 [1cm],1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1595518,A9108,ROLL 15/26,Trade Union delegation to Russia - November 1952 [2cm],1952 - 1953,1952,1953,Open with exception,Canberra,False,0
1595524,A9108,ROLL 15/16,Ransom demands by Chinese Reds from Chinese in Australia [2cm],1951 - 1952,1951,1952,Open with exception,Canberra,True,169
1596077,A9108,ROLL 15/17,Chinese communists on board KARFIRISTAN [5 pages],1951 - 1951,1951,1951,Open with exception,Canberra,True,6
1596078,A9108,ROLL 15/18,Industrial dispute - Metropolitan and export abattoirs SA [2 pages],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1596080,A9108,ROLL 15/19,EMI and Vickers Armstrong Limited - Visit to Australia by L D Hadfield and G Templer - Woomera trials (Blue Boar) [12 pages],1951 - 1952,1951,1952,Open with exception,Canberra,True,14
1596082,A9108,ROLL 15/21,"""Der Rat de Gotter"" - Propoganda film [9 pages]",1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1596085,A9108,ROLL 15/22,China Information Bureau - Peking [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,True,34
1596087,A9108,ROLL 15/23,Secondment of members of the Australian Capital Territory Police Force [17 pages],1951 - 1955,1951,1955,Open with exception,Canberra,False,0
1596088,A9108,ROLL 15/24,Communism in Wonthaggi [0.5cm],1951 - 1958,1951,1958,Open with exception,Canberra,False,0
1596089,A9108,ROLL 15/9,Movement of headquarters section from Sydney to Melbourne [0.25cm],1951 - 1951,1951,1951,Open with exception,Canberra,False,0
1596093,A9108,ROLL 15/5,Youth carnival for peace and friendship - March 1952 [3cm],1952 - 1952,1952,1952,Open with exception,Canberra,True,271
1596095,A9108,ROLL 15/3,Youth carnival for peace and friendship - March 1952 [3cm],1952 - 1952,1952,1952,Open with exception,Canberra,False,0
1596194,A9108,ROLL 15/15,Political situation in Burma,1952 - 1953,1952,1953,Closed,Canberra,False,0
